IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
151.145.64.170,2086,2086,false,NRT,Asia Pacific,Tokyo,81,1.92
129.151.152.254,443,443,true,AMS,Europe,Amsterdam,163,1.91
129.146.43.245,2096,443,true,LAX,North America,Los Angeles,210,1.89
150.230.216.34,8443,8443,true,NRT,Asia Pacific,Tokyo,77,1.88
138.2.6.252,2053,2053,true,NRT,Asia Pacific,Tokyo,93,1.85
150.230.214.218,2096,2096,true,NRT,Asia Pacific,Tokyo,93,1.84
158.101.70.155,2086,2086,false,NRT,Asia Pacific,Tokyo,74,1.82
158.179.186.234,2082,2082,false,NRT,Asia Pacific,Tokyo,86,1.81
150.230.105.179,2086,2086,false,NRT,Asia Pacific,Tokyo,78,1.80
158.101.81.4,80,80,false,NRT,Asia Pacific,Tokyo,75,1.80
158.179.178.145,8080,8080,false,NRT,Asia Pacific,Tokyo,79,1.80
138.2.6.252,2095,2095,false,NRT,Asia Pacific,Tokyo,86,1.79
150.230.105.179,2087,2087,true,NRT,Asia Pacific,Tokyo,144,1.78
150.230.213.95,2083,2083,true,NRT,Asia Pacific,Tokyo,103,1.76
140.238.32.112,2083,2083,true,NRT,Asia Pacific,Tokyo,91,1.74
158.101.84.123,8880,8880,false,NRT,Asia Pacific,Tokyo,79,1.73
158.101.70.155,2053,2053,true,NRT,Asia Pacific,Tokyo,88,1.71
158.101.68.48,2082,2082,false,NRT,Asia Pacific,Tokyo,77,1.70
151.145.64.170,2096,2096,true,NRT,Asia Pacific,Tokyo,92,1.65
158.101.68.48,8880,8880,false,NRT,Asia Pacific,Tokyo,79,1.65
151.145.64.170,80,80,false,NRT,Asia Pacific,Tokyo,75,1.64
141.147.170.160,2052,2052,false,NRT,Asia Pacific,Tokyo,84,1.64
151.145.64.170,2083,2083,true,NRT,Asia Pacific,Tokyo,87,1.62
158.101.65.24,2082,2082,false,NRT,Asia Pacific,Tokyo,94,1.59
158.101.69.144,8080,8080,false,NRT,Asia Pacific,Tokyo,75,1.59
158.179.178.145,2053,2053,true,NRT,Asia Pacific,Tokyo,132,1.58
141.147.170.160,2095,2095,false,NRT,Asia Pacific,Tokyo,87,1.54
158.179.176.239,2083,2083,true,NRT,Asia Pacific,Tokyo,137,1.54
158.101.68.48,80,80,false,NRT,Asia Pacific,Tokyo,76,1.53
158.101.69.12,2082,2082,false,NRT,Asia Pacific,Tokyo,96,1.53
168.138.198.53,2083,2083,true,NRT,Asia Pacific,Tokyo,78,1.53
150.230.213.95,2053,2053,true,NRT,Asia Pacific,Tokyo,89,1.52
141.147.170.160,80,80,false,NRT,Asia Pacific,Tokyo,79,1.51
151.145.64.170,2052,2052,false,NRT,Asia Pacific,Tokyo,78,1.50
150.230.104.197,2095,2095,false,NRT,Asia Pacific,Tokyo,86,1.49
140.83.37.145,80,80,false,NRT,Asia Pacific,Tokyo,77,1.48
140.238.32.112,2053,2053,true,NRT,Asia Pacific,Tokyo,90,1.48
158.179.176.239,8080,8080,false,NRT,Asia Pacific,Tokyo,80,1.44
150.230.105.179,8880,8880,false,NRT,Asia Pacific,Tokyo,77,1.42
158.179.191.14,2087,2087,true,NRT,Asia Pacific,Tokyo,75,1.41
141.147.178.135,2083,2083,true,NRT,Asia Pacific,Tokyo,94,1.37
150.230.105.179,2052,2052,false,NRT,Asia Pacific,Tokyo,77,1.34
151.145.69.105,2083,2083,true,NRT,Asia Pacific,Tokyo,92,1.34
138.2.6.252,2082,2082,false,NRT,Asia Pacific,Tokyo,75,1.31
158.178.241.45,2086,2086,false,SIN,Asia Pacific,Singapore,21,1.24
158.101.68.48,2052,2052,false,NRT,Asia Pacific,Tokyo,79,1.24
168.138.202.106,443,443,true,NRT,Asia Pacific,Tokyo,76,1.21
158.179.178.142,2053,2053,true,NRT,Asia Pacific,Tokyo,139,1.18
158.179.190.253,8880,8880,false,NRT,Asia Pacific,Tokyo,87,1.17
141.147.170.160,8080,8080,false,NRT,Asia Pacific,Tokyo,81,1.17
141.148.236.12,8443,443,true,AMS,Europe,Amsterdam,157,1.16
158.101.70.155,8080,8080,false,NRT,Asia Pacific,Tokyo,80,1.13
158.179.178.145,8443,8443,true,NRT,Asia Pacific,Tokyo,138,1.09
150.230.214.218,8443,8443,true,NRT,Asia Pacific,Tokyo,89,1.09
150.230.105.179,2053,2053,true,NRT,Asia Pacific,Tokyo,107,1.08
158.101.69.144,2086,2086,false,NRT,Asia Pacific,Tokyo,82,1.08
138.2.6.252,2052,2052,false,NRT,Asia Pacific,Tokyo,77,1.07
141.147.170.160,8880,8880,false,NRT,Asia Pacific,Tokyo,75,1.07
141.147.77.100,443,443,true,CDG,Europe,Paris,213,1.00
151.145.65.203,8080,8080,false,NRT,Asia Pacific,Tokyo,94,0.98
158.101.69.12,8880,8880,false,NRT,Asia Pacific,Tokyo,87,0.98
158.179.183.2,2095,2095,false,NRT,Asia Pacific,Tokyo,79,0.97
141.147.170.160,2083,2083,true,NRT,Asia Pacific,Tokyo,140,0.96
151.145.64.170,2087,2087,true,NRT,Asia Pacific,Tokyo,100,0.94
158.101.69.144,2052,2052,false,NRT,Asia Pacific,Tokyo,78,0.92
158.179.191.14,2053,2053,true,NRT,Asia Pacific,Tokyo,78,0.89
138.2.6.252,80,80,false,NRT,Asia Pacific,Tokyo,83,0.86
158.101.69.12,2083,2083,true,NRT,Asia Pacific,Tokyo,93,0.86
150.230.105.179,2082,2082,false,NRT,Asia Pacific,Tokyo,78,0.85
141.147.170.160,2096,2096,true,NRT,Asia Pacific,Tokyo,79,0.83
138.3.212.226,8080,8080,false,NRT,Asia Pacific,Tokyo,88,0.83
158.179.191.14,2083,2083,true,NRT,Asia Pacific,Tokyo,74,0.83
158.101.92.156,8443,8443,true,NRT,Asia Pacific,Tokyo,85,0.83
158.101.69.12,2052,2052,false,NRT,Asia Pacific,Tokyo,78,0.81
150.230.222.185,2087,2087,true,NRT,Asia Pacific,Tokyo,78,0.78
158.179.191.14,8443,8443,true,NRT,Asia Pacific,Tokyo,98,0.72
141.147.170.160,2053,2053,true,NRT,Asia Pacific,Tokyo,81,0.72
150.230.105.179,8443,8443,true,NRT,Asia Pacific,Tokyo,91,0.71
158.101.65.24,80,80,false,NRT,Asia Pacific,Tokyo,83,0.71
158.101.71.60,443,443,true,NRT,Asia Pacific,Tokyo,131,0.71
158.101.84.123,8080,8080,false,NRT,Asia Pacific,Tokyo,75,0.69
158.101.215.45,8443,443,true,AMS,Europe,Amsterdam,181,0.69
158.101.69.144,8880,8880,false,NRT,Asia Pacific,Tokyo,86,0.68
129.159.84.71,443,443,true,IAD,North America,Ashburn,233,0.68
140.83.54.38,443,443,true,KIX,Asia Pacific,Osaka,107,0.68
89.168.82.236,443,443,true,FRA,Europe,Frankfurt,175,0.64
138.2.6.252,8443,8443,true,NRT,Asia Pacific,Tokyo,91,0.63
152.70.242.38,443,443,true,NRT,Asia Pacific,Tokyo,75,0.62
150.230.249.0,443,443,true,ICN,Asia Pacific,Seoul,67,0.62
146.56.176.176,443,443,true,NRT,Asia Pacific,Tokyo,110,0.60
158.101.88.214,2086,2086,false,NRT,Asia Pacific,Tokyo,75,0.58
151.145.68.166,8080,8080,false,NRT,Asia Pacific,Tokyo,115,0.53
141.147.170.160,2086,2086,false,NRT,Asia Pacific,Tokyo,82,0.53
141.147.170.160,2087,2087,true,NRT,Asia Pacific,Tokyo,76,0.51
158.101.84.123,2052,2052,false,NRT,Asia Pacific,Tokyo,99,0.50
158.101.88.214,2082,2082,false,NRT,Asia Pacific,Tokyo,75,0.49
158.101.84.123,2083,2083,true,NRT,Asia Pacific,Tokyo,95,0.46
140.238.13.33,443,443,true,NRT,Asia Pacific,Tokyo,69,0.45
158.179.191.14,2096,2096,true,NRT,Asia Pacific,Tokyo,76,0.45
138.2.6.252,2083,2083,true,NRT,Asia Pacific,Tokyo,91,0.45
151.145.64.170,8443,8443,true,NRT,Asia Pacific,Tokyo,93,0.44
150.230.105.179,2083,2083,true,NRT,Asia Pacific,Tokyo,114,0.44
192.18.149.159,8080,443,true,YYZ,North America,Toronto,305,0.43
192.18.159.59,443,443,true,YYZ,North America,Toronto,227,0.40
151.145.64.170,2095,2095,false,NRT,Asia Pacific,Tokyo,77,0.36
158.101.69.12,2095,2095,false,NRT,Asia Pacific,Tokyo,78,0.32
158.101.70.155,8880,8880,false,NRT,Asia Pacific,Tokyo,81,0.30
152.67.70.206,80,0,false,ZRH,Europe,Zurich,160,0.27
158.101.65.24,8880,8880,false,NRT,Asia Pacific,Tokyo,78,0.26
158.101.65.24,2052,2052,false,NRT,Asia Pacific,Tokyo,78,0.26
158.101.81.4,2082,2082,false,NRT,Asia Pacific,Tokyo,77,0.25
192.18.149.159,443,443,true,YYZ,North America,Toronto,316,0.21
146.56.132.247,443,443,true,NRT,Asia Pacific,Tokyo,92,0.19
143.47.182.76,80,0,false,AMS,Europe,Amsterdam,175,0.14
150.230.102.122,80,0,false,NRT,Asia Pacific,Tokyo,76,0.13
158.179.169.254,8080,0,false,ICN,Asia Pacific,Seoul,71,0.12
138.2.35.151,80,0,false,KIX,Asia Pacific,Osaka,87,0.10
146.56.46.54,80,0,false,ICN,Asia Pacific,Seoul,75,0.10
150.230.6.128,80,0,false,KIX,Asia Pacific,Osaka,86,0.10
138.2.230.61,80,0,false,SJC,North America,San Jose,182,0.09
146.56.116.213,80,0,false,ICN,Asia Pacific,Seoul,91,0.09
138.2.236.73,80,0,false,SJC,North America,San Jose,182,0.08
158.179.184.144,80,0,false,NRT,Asia Pacific,Tokyo,89,0.07
150.230.217.29,80,0,false,NRT,Asia Pacific,Tokyo,81,0.07
138.2.11.227,80,0,false,NRT,Asia Pacific,Tokyo,77,0.07
158.101.136.221,80,0,false,NRT,Asia Pacific,Tokyo,74,0.07
150.230.108.82,80,0,false,NRT,Asia Pacific,Tokyo,75,0.07
150.230.105.183,80,0,false,NRT,Asia Pacific,Tokyo,79,0.07
138.2.14.77,80,0,false,NRT,Asia Pacific,Tokyo,88,0.07
151.145.65.108,80,0,false,NRT,Asia Pacific,Tokyo,82,0.07
138.2.6.248,80,0,false,NRT,Asia Pacific,Tokyo,78,0.07
158.101.136.128,80,0,false,NRT,Asia Pacific,Tokyo,75,0.07
138.3.222.50,80,0,false,NRT,Asia Pacific,Tokyo,77,0.07
138.2.234.238,80,0,false,SJC,North America,San Jose,187,0.06
138.3.216.181,80,0,false,NRT,Asia Pacific,Tokyo,77,0.06
138.2.27.113,80,0,false,NRT,Asia Pacific,Tokyo,77,0.06
158.101.93.200,80,0,false,NRT,Asia Pacific,Tokyo,83,0.06
146.56.130.34,2052,443,true,NRT,Asia Pacific,Tokyo,66,0.06
138.2.19.154,80,0,false,NRT,Asia Pacific,Tokyo,74,0.06
152.70.237.47,80,0,false,NRT,Asia Pacific,Tokyo,67,0.06
141.148.227.230,80,0,false,AMS,Europe,Amsterdam,171,0.06
144.24.87.205,80,0,false,ICN,Asia Pacific,Seoul,68,0.05
152.70.117.255,80,0,false,SJC,North America,San Jose,207,0.05
138.3.216.181,8880,0,false,NRT,Asia Pacific,Tokyo,89,0.05
138.2.6.248,8880,0,false,NRT,Asia Pacific,Tokyo,77,0.05
151.145.65.108,2082,0,false,NRT,Asia Pacific,Tokyo,78,0.05
150.230.213.65,2052,0,false,NRT,Asia Pacific,Tokyo,77,0.05
138.3.222.50,2082,0,false,NRT,Asia Pacific,Tokyo,92,0.05
138.2.6.248,2052,0,false,NRT,Asia Pacific,Tokyo,77,0.05
151.145.65.108,8880,0,false,NRT,Asia Pacific,Tokyo,82,0.05
138.2.19.154,2095,0,false,NRT,Asia Pacific,Tokyo,74,0.05
158.101.136.128,2095,0,false,NRT,Asia Pacific,Tokyo,85,0.05
158.101.136.128,2082,0,false,NRT,Asia Pacific,Tokyo,77,0.05
138.2.14.77,2095,0,false,NRT,Asia Pacific,Tokyo,83,0.05
138.2.27.113,8880,0,false,NRT,Asia Pacific,Tokyo,77,0.05
138.3.216.181,8080,0,false,NRT,Asia Pacific,Tokyo,87,0.05
150.230.105.183,2052,0,false,NRT,Asia Pacific,Tokyo,81,0.05
138.3.244.36,80,0,false,FRA,Europe,Frankfurt,175,0.05
150.230.213.65,8880,0,false,NRT,Asia Pacific,Tokyo,87,0.05
138.2.14.77,2082,0,false,NRT,Asia Pacific,Tokyo,91,0.05
158.101.136.128,8080,0,false,NRT,Asia Pacific,Tokyo,75,0.05
158.179.184.144,2052,0,false,NRT,Asia Pacific,Tokyo,76,0.05
138.2.6.248,2082,0,false,NRT,Asia Pacific,Tokyo,81,0.05
158.101.136.128,2086,0,false,NRT,Asia Pacific,Tokyo,77,0.05
138.2.11.227,8080,0,false,NRT,Asia Pacific,Tokyo,75,0.05
138.2.27.113,8080,0,false,NRT,Asia Pacific,Tokyo,79,0.05
150.230.108.82,2095,0,false,NRT,Asia Pacific,Tokyo,83,0.05
138.2.11.227,2086,0,false,NRT,Asia Pacific,Tokyo,93,0.05
158.101.136.221,2052,0,false,NRT,Asia Pacific,Tokyo,80,0.05
150.230.108.82,2082,0,false,NRT,Asia Pacific,Tokyo,78,0.05
158.101.93.200,2095,0,false,NRT,Asia Pacific,Tokyo,77,0.05
150.230.217.29,2086,0,false,NRT,Asia Pacific,Tokyo,76,0.05
138.2.27.113,2052,0,false,NRT,Asia Pacific,Tokyo,86,0.05
151.145.65.108,2086,0,false,NRT,Asia Pacific,Tokyo,78,0.05
150.230.213.65,8080,0,false,NRT,Asia Pacific,Tokyo,89,0.05
138.2.19.154,2086,0,false,NRT,Asia Pacific,Tokyo,90,0.05
138.3.216.181,2095,0,false,NRT,Asia Pacific,Tokyo,75,0.05
158.101.136.221,8880,0,false,NRT,Asia Pacific,Tokyo,81,0.05
158.101.93.200,2082,0,false,NRT,Asia Pacific,Tokyo,75,0.05
138.2.6.248,8080,0,false,NRT,Asia Pacific,Tokyo,92,0.05
158.101.93.200,8880,0,false,NRT,Asia Pacific,Tokyo,86,0.05
150.230.217.29,2095,0,false,NRT,Asia Pacific,Tokyo,81,0.05
143.47.178.255,80,0,false,AMS,Europe,Amsterdam,177,0.05
150.230.105.183,8080,0,false,NRT,Asia Pacific,Tokyo,93,0.05
151.145.65.108,2052,0,false,NRT,Asia Pacific,Tokyo,86,0.05
138.2.11.227,8880,0,false,NRT,Asia Pacific,Tokyo,93,0.05
158.101.93.200,2086,0,false,NRT,Asia Pacific,Tokyo,75,0.05
138.2.19.154,8080,0,false,NRT,Asia Pacific,Tokyo,74,0.05
158.101.136.221,8080,0,false,NRT,Asia Pacific,Tokyo,77,0.05
150.230.105.183,2086,0,false,NRT,Asia Pacific,Tokyo,81,0.05
151.145.65.108,2095,0,false,NRT,Asia Pacific,Tokyo,79,0.05
150.230.213.65,2082,0,false,NRT,Asia Pacific,Tokyo,76,0.05
138.3.216.181,2052,0,false,NRT,Asia Pacific,Tokyo,79,0.05
158.101.93.200,8080,0,false,NRT,Asia Pacific,Tokyo,79,0.05
158.101.136.128,2052,0,false,NRT,Asia Pacific,Tokyo,75,0.05
138.2.14.77,2052,0,false,NRT,Asia Pacific,Tokyo,92,0.05
150.230.217.29,2052,0,false,NRT,Asia Pacific,Tokyo,76,0.05
151.145.65.108,8080,0,false,NRT,Asia Pacific,Tokyo,90,0.05
158.179.184.144,2086,0,false,NRT,Asia Pacific,Tokyo,81,0.05
146.56.130.34,2053,443,true,NRT,Asia Pacific,Tokyo,75,0.05
138.2.11.227,2095,0,false,NRT,Asia Pacific,Tokyo,87,0.05
158.101.136.221,2086,0,false,NRT,Asia Pacific,Tokyo,75,0.05
150.230.105.183,2095,0,false,NRT,Asia Pacific,Tokyo,77,0.05
158.101.136.128,8880,0,false,NRT,Asia Pacific,Tokyo,75,0.05
138.3.216.181,2086,0,false,NRT,Asia Pacific,Tokyo,77,0.05
138.2.11.227,2052,0,false,NRT,Asia Pacific,Tokyo,78,0.05
138.2.14.77,2086,0,false,NRT,Asia Pacific,Tokyo,92,0.05
138.2.27.113,2086,0,false,NRT,Asia Pacific,Tokyo,107,0.05
158.179.184.144,2095,0,false,NRT,Asia Pacific,Tokyo,78,0.05
138.2.19.154,2052,0,false,NRT,Asia Pacific,Tokyo,97,0.05
138.2.14.77,8080,0,false,NRT,Asia Pacific,Tokyo,78,0.05
138.2.27.113,2095,0,false,NRT,Asia Pacific,Tokyo,75,0.05
150.230.108.82,8080,0,false,NRT,Asia Pacific,Tokyo,75,0.05
150.230.217.29,8880,0,false,NRT,Asia Pacific,Tokyo,78,0.05
138.3.222.50,8880,0,false,NRT,Asia Pacific,Tokyo,76,0.05
150.230.217.29,8080,0,false,NRT,Asia Pacific,Tokyo,90,0.05
158.179.184.144,2082,0,false,NRT,Asia Pacific,Tokyo,86,0.05
138.2.27.113,2082,0,false,NRT,Asia Pacific,Tokyo,89,0.05
158.101.93.200,2052,0,false,NRT,Asia Pacific,Tokyo,77,0.05
129.154.53.240,80,0,false,ICN,Asia Pacific,Seoul,91,0.04
150.230.213.65,2086,0,false,NRT,Asia Pacific,Tokyo,77,0.04
138.2.6.248,2095,0,false,NRT,Asia Pacific,Tokyo,86,0.04
150.230.108.82,2086,0,false,NRT,Asia Pacific,Tokyo,96,0.04
138.3.222.50,2095,0,false,NRT,Asia Pacific,Tokyo,79,0.04
150.230.213.65,2095,0,false,NRT,Asia Pacific,Tokyo,79,0.04
138.2.6.248,2086,0,false,NRT,Asia Pacific,Tokyo,81,0.04
138.3.222.50,2052,0,false,NRT,Asia Pacific,Tokyo,75,0.04
138.3.222.50,8080,0,false,NRT,Asia Pacific,Tokyo,78,0.04
150.230.108.82,8880,0,false,NRT,Asia Pacific,Tokyo,78,0.04
158.101.136.221,2082,0,false,NRT,Asia Pacific,Tokyo,76,0.04
150.230.105.183,8880,0,false,NRT,Asia Pacific,Tokyo,84,0.04
138.2.14.77,8880,0,false,NRT,Asia Pacific,Tokyo,90,0.04
138.3.216.181,2082,0,false,NRT,Asia Pacific,Tokyo,81,0.04
150.230.108.82,2052,0,false,NRT,Asia Pacific,Tokyo,79,0.04
138.3.222.50,2086,0,false,NRT,Asia Pacific,Tokyo,77,0.04
138.2.19.154,8880,0,false,NRT,Asia Pacific,Tokyo,85,0.04
158.179.184.144,8880,0,false,NRT,Asia Pacific,Tokyo,81,0.04
158.179.184.144,8080,0,false,NRT,Asia Pacific,Tokyo,85,0.04
158.101.136.221,2095,0,false,NRT,Asia Pacific,Tokyo,93,0.04
138.2.19.154,2082,0,false,NRT,Asia Pacific,Tokyo,76,0.04
40.233.85.79,80,0,false,YYZ,North America,Toronto,225,0.04
192.18.130.23,80,0,false,SJC,North America,San Jose,182,0.04
150.230.217.29,2082,0,false,NRT,Asia Pacific,Tokyo,77,0.04
138.2.114.218,80,0,false,ICN,Asia Pacific,Seoul,67,0.04
150.230.105.183,2082,0,false,NRT,Asia Pacific,Tokyo,77,0.04
152.69.213.165,443,0,false,SIN,Asia Pacific,Singapore,28,0.04
68.233.110.141,80,0,false,BOM,Asia Pacific,Mumbai,46,0.03
140.83.36.199,2095,0,false,NRT,Asia Pacific,Tokyo,75,0.03
158.101.89.26,2095,0,false,NRT,Asia Pacific,Tokyo,75,0.03
129.146.23.172,80,0,false,LAX,North America,Los Angeles,177,0.03
138.2.19.154,2053,0,true,NRT,Asia Pacific,Tokyo,88,0.03
158.179.184.144,2053,0,true,NRT,Asia Pacific,Tokyo,78,0.03
158.101.136.221,2087,0,true,NRT,Asia Pacific,Tokyo,84,0.03
158.101.93.200,2096,0,true,NRT,Asia Pacific,Tokyo,75,0.03
138.2.14.77,2087,0,true,NRT,Asia Pacific,Tokyo,79,0.03
150.230.217.29,8443,0,true,NRT,Asia Pacific,Tokyo,81,0.03
138.2.6.248,8443,0,true,NRT,Asia Pacific,Tokyo,106,0.03
158.101.93.200,2087,0,true,NRT,Asia Pacific,Tokyo,81,0.03
158.101.136.221,2096,0,true,NRT,Asia Pacific,Tokyo,78,0.03
158.101.136.128,2053,0,true,NRT,Asia Pacific,Tokyo,81,0.03
138.2.11.227,2053,0,true,NRT,Asia Pacific,Tokyo,93,0.03
151.145.65.108,2096,0,true,NRT,Asia Pacific,Tokyo,106,0.03
150.230.108.82,8443,0,true,NRT,Asia Pacific,Tokyo,130,0.03
151.145.65.108,2083,0,true,NRT,Asia Pacific,Tokyo,90,0.03
150.230.105.183,8443,0,true,NRT,Asia Pacific,Tokyo,77,0.03
151.145.65.108,2087,0,true,NRT,Asia Pacific,Tokyo,111,0.03
140.238.37.162,2087,0,true,NRT,Asia Pacific,Tokyo,81,0.03
138.2.19.154,2087,0,true,NRT,Asia Pacific,Tokyo,109,0.03
150.230.108.82,2087,0,true,NRT,Asia Pacific,Tokyo,129,0.03
150.230.105.183,2096,0,true,NRT,Asia Pacific,Tokyo,99,0.03
150.230.105.183,2053,0,true,NRT,Asia Pacific,Tokyo,81,0.03
150.230.217.29,2083,0,true,NRT,Asia Pacific,Tokyo,105,0.02
150.230.213.65,2096,0,true,NRT,Asia Pacific,Tokyo,86,0.02
150.230.108.82,2096,0,true,NRT,Asia Pacific,Tokyo,86,0.02
150.230.108.82,2053,0,true,NRT,Asia Pacific,Tokyo,79,0.02
158.179.184.144,8443,0,true,NRT,Asia Pacific,Tokyo,183,0.02
138.3.222.50,2053,0,true,NRT,Asia Pacific,Tokyo,134,0.02
138.2.11.227,2096,0,true,NRT,Asia Pacific,Tokyo,74,0.02
158.101.136.128,8443,0,true,NRT,Asia Pacific,Tokyo,75,0.02
158.179.184.144,2087,0,true,NRT,Asia Pacific,Tokyo,177,0.02
150.230.213.65,2053,0,true,NRT,Asia Pacific,Tokyo,96,0.02
158.101.93.200,8443,0,true,NRT,Asia Pacific,Tokyo,77,0.02
158.101.93.200,2083,0,true,NRT,Asia Pacific,Tokyo,77,0.02
158.179.184.144,2083,0,true,NRT,Asia Pacific,Tokyo,94,0.02
138.2.14.77,8443,0,true,NRT,Asia Pacific,Tokyo,118,0.02
138.2.27.113,2083,0,true,NRT,Asia Pacific,Tokyo,82,0.02
158.101.136.128,2087,0,true,NRT,Asia Pacific,Tokyo,76,0.02
138.2.6.248,2096,0,true,NRT,Asia Pacific,Tokyo,75,0.02
138.2.14.77,2083,0,true,NRT,Asia Pacific,Tokyo,94,0.02
158.101.136.221,8443,0,true,NRT,Asia Pacific,Tokyo,79,0.02
138.2.19.154,2096,0,true,NRT,Asia Pacific,Tokyo,96,0.02
158.101.136.221,2083,0,true,NRT,Asia Pacific,Tokyo,78,0.02
138.2.19.154,8443,0,true,NRT,Asia Pacific,Tokyo,84,0.02
138.2.27.113,2087,0,true,NRT,Asia Pacific,Tokyo,112,0.02
138.2.6.248,2083,0,true,NRT,Asia Pacific,Tokyo,84,0.02
138.2.27.113,8443,0,true,NRT,Asia Pacific,Tokyo,83,0.02
158.101.93.200,2053,0,true,NRT,Asia Pacific,Tokyo,75,0.02
138.3.222.50,8443,0,true,NRT,Asia Pacific,Tokyo,162,0.02
138.2.19.154,2083,0,true,NRT,Asia Pacific,Tokyo,83,0.02
138.2.11.227,8443,0,true,NRT,Asia Pacific,Tokyo,75,0.02
158.101.136.128,2096,0,true,NRT,Asia Pacific,Tokyo,97,0.02
138.2.27.113,2096,0,true,NRT,Asia Pacific,Tokyo,89,0.02
152.69.213.165,80,0,false,SIN,Asia Pacific,Singapore,5,0.02
138.2.14.77,2096,0,true,NRT,Asia Pacific,Tokyo,76,0.02
138.2.14.77,2053,0,true,NRT,Asia Pacific,Tokyo,93,0.02
138.2.27.113,2053,0,true,NRT,Asia Pacific,Tokyo,85,0.02
151.145.65.108,8443,0,true,NRT,Asia Pacific,Tokyo,82,0.02
138.2.6.248,2087,0,true,NRT,Asia Pacific,Tokyo,77,0.02
138.3.222.50,2096,0,true,NRT,Asia Pacific,Tokyo,95,0.02
151.145.65.108,2053,0,true,NRT,Asia Pacific,Tokyo,82,0.02
150.230.217.29,2087,0,true,NRT,Asia Pacific,Tokyo,97,0.02
158.101.136.221,2053,0,true,NRT,Asia Pacific,Tokyo,79,0.02
138.2.11.227,2083,0,true,NRT,Asia Pacific,Tokyo,83,0.02
158.101.136.128,2083,0,true,NRT,Asia Pacific,Tokyo,89,0.02
158.179.184.144,2096,0,true,NRT,Asia Pacific,Tokyo,100,0.02
150.230.105.183,2083,0,true,NRT,Asia Pacific,Tokyo,95,0.02
150.230.213.65,8443,0,true,NRT,Asia Pacific,Tokyo,106,0.02
138.3.216.181,2053,0,true,NRT,Asia Pacific,Tokyo,81,0.02
150.230.108.82,2083,0,true,NRT,Asia Pacific,Tokyo,77,0.02
150.230.105.183,2087,0,true,NRT,Asia Pacific,Tokyo,107,0.02
138.3.216.181,8443,0,true,NRT,Asia Pacific,Tokyo,79,0.02
138.3.222.50,2087,0,true,NRT,Asia Pacific,Tokyo,100,0.02
129.151.207.149,80,0,false,OSL,Europe,Oslo,174,0.02
138.3.216.181,2087,0,true,NRT,Asia Pacific,Tokyo,136,0.02
138.3.216.181,2083,0,true,NRT,Asia Pacific,Tokyo,115,0.02
150.230.213.65,2083,0,true,NRT,Asia Pacific,Tokyo,108,0.02
150.230.213.65,2087,0,true,NRT,Asia Pacific,Tokyo,101,0.02
138.2.11.227,2087,0,true,NRT,Asia Pacific,Tokyo,77,0.02
146.56.188.46,80,0,false,NRT,Asia Pacific,Tokyo,66,0.02
138.3.216.181,2096,0,true,NRT,Asia Pacific,Tokyo,131,0.02
138.2.6.248,2053,0,true,NRT,Asia Pacific,Tokyo,85,0.02
150.230.217.29,2096,0,true,NRT,Asia Pacific,Tokyo,83,0.02
138.3.222.50,2083,0,true,NRT,Asia Pacific,Tokyo,134,0.02
158.101.88.132,80,0,false,NRT,Asia Pacific,Tokyo,76,0.01
146.56.134.155,443,0,false,ICN,Asia Pacific,Seoul,69,0.01
213.35.111.222,80,0,false,SIN,Asia Pacific,Singapore,21,0.01
138.2.229.38,2095,0,false,SJC,North America,San Jose,196,0.01
138.2.230.90,2095,0,false,SJC,North America,San Jose,193,0.01
146.235.227.66,80,0,false,SJC,North America,San Jose,188,0.01
150.230.217.29,2053,0,true,NRT,Asia Pacific,Tokyo,76,0.01
132.145.54.222,80,0,false,LHR,Europe,London,166,0.01
165.1.71.120,2095,0,false,SJC,North America,San Jose,178,0.01
158.180.52.137,2095,0,false,AMS,Europe,Amsterdam,186,0.01
143.47.109.11,8080,0,false,IAD,North America,Ashburn,298,0.01
138.2.181.173,2095,0,false,CDG,Europe,Paris,165,0.01
130.162.232.71,2095,0,false,FRA,Europe,Frankfurt,182,0.01
146.56.134.155,80,0,false,ICN,Asia Pacific,Seoul,88,0.01
129.154.206.20,80,0,false,NRT,Asia Pacific,Tokyo,77,0.01
144.24.163.83,2095,0,false,CDG,Europe,Paris,174,0.01
213.35.122.57,80,0,false,SIN,Asia Pacific,Singapore,16,0.01
138.3.214.94,80,0,false,NRT,Asia Pacific,Tokyo,89,0.01
158.101.47.60,80,0,false,LAX,North America,Los Angeles,203,0.01
140.83.48.123,80,0,false,KIX,Asia Pacific,Osaka,92,0.00
138.2.112.229,80,0,false,ICN,Asia Pacific,Seoul,67,0.00
141.147.88.36,80,0,false,LHR,Europe,London,152,0.00
146.235.218.69,80,0,false,SJC,North America,San Jose,181,0.00
64.110.87.152,80,0,false,NRT,Asia Pacific,Tokyo,67,0.00
193.122.117.38,8080,0,false,ICN,Asia Pacific,Seoul,66,0.00
193.122.117.38,8080,0,false,ICN,Asia Pacific,Seoul,67,0.00
158.101.85.39,443,0,false,NRT,Asia Pacific,Tokyo,82,0.00
141.147.145.246,80,0,false,KIX,Asia Pacific,Osaka,84,0.00
140.238.8.180,8080,0,false,ICN,Asia Pacific,Seoul,67,0.00
